Source IP,Destination IP,Source Port,Destination Port,Protocol,SYN Flag Count,ACK Flag Count,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Init Fwd Win Bytes,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Std,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow Duration,Flow IAT Mean,Flow IAT Std,Bwd IAT Mean,Down/Up Ratio,Active Mean,Active Std
10.1.1.4,10.1.1.2,80,49163,6,0,8058,0,159836,282724,32768,2621,5437,0,0,0,0.0,407.4953099135553,2806509.77918613,8067.640830792805,998804.9999999991,123.96735757726191,891.9451542415073,182.55813097866073,12.540900615417314,998804.9999999991,0.0
10.1.1.4,10.1.1.1,80,49156,6,0,7057,0,142772,249496,32768,2259,4798,0,0,0,0.0,368.0100041684035,2290432.033487331,7073.757732067266,997631.0000000001,141.38761337868482,820.4911553161345,207.95413800291877,11.456829159261641,997631.0000000001,0.0
10.1.1.8,10.1.1.4,49153,80,6,0,183,0,6344,3172,32768,122,61,62464,512,512,0.0,0.0,75922.07079631732,184.5755367819708,991464.0000000006,5447.604395604399,4405.380786772527,14831.933333333325,0.06013745704467354,991464.0000000006,0.0
10.1.1.6,10.1.1.4,49154,80,6,0,94,0,3172,1716,32768,61,33,31232,512,512,0.0,0.0,56567.44574315447,140.62572463388662,668441.0000000014,7187.537634408617,18145.740727500106,18505.218750000055,0.06506675680243366,668441.0000000014,0.0
10.1.1.4,10.1.1.5,80,49154,6,0,3,0,156,0,32768,3,0,0,0,0,0.0,0.0,199052.13270158402,2843.6018957369147,1054.99999999914,527.4999999995699,506.4999999992991,0.0,0.0,1054.99999999914,0.0
10.1.1.9,10.1.1.4,49153,80,6,0,158,0,5876,2340,32768,113,45,57856,512,512,0.0,0.0,75224.63913654743,172.46347703834368,916135.9999999999,5835.261146496815,4271.990639894206,16690.45454545458,0.04789708968159839,916135.9999999999,0.0
10.1.1.2,10.1.1.4,49166,80,6,0,6472,0,222716,118036,32768,4283,2189,2284568,536,64,34.72602827647372,0.0,2741947.613485451,6472.310670912213,999951.9999999986,154.52820275073384,1010.5369831804302,456.23994515539306,0.06091910703465205,999951.9999999986,0.0
10.1.1.7,10.1.1.4,49154,80,6,0,5,0,156,104,32768,3,2,1536,512,512,0.0,0.0,9960.338207878476,26.405986765319394,189351.00000000026,47337.750000000065,72361.99735142407,12.999999999152578,0.08018327605956473,189351.00000000026,0.0
10.1.1.9,10.1.1.4,49153,80,6,0,206,0,6812,3900,32768,131,75,67072,512,512,0.0,0.0,81695.4215997836,206.5142204088183,997509.9999999984,4865.902439024382,4284.940538078927,12988.959459459462,0.06885968363893917,997509.9999999984,0.0
10.1.1.4,10.1.1.1,80,49162,6,0,5858,0,106972,204204,32768,1931,3927,0,0,0,0.0,477.257957728546,2298226.0773254554,5876.959069959699,996773.9999999985,170.18507768482132,1067.4644518898199,253.83316352521604,15.1632117406336,996773.9999999985,0.0
10.1.1.4,10.1.1.8,80,49154,6,0,95,0,1716,3224,32768,33,62,0,0,0,0.0,512.0,58618.40478058936,145.04215383018152,654982.0000000003,6967.89361702128,15911.152063527174,8192.00000000001,15.620779220779221,654982.0000000003,0.0
10.1.1.4,10.1.1.3,80,49155,6,0,6902,0,131188,230204,32768,2475,4427,0,0,0,0.0,530.8732776146375,2842529.424618649,6918.368860724477,997633.9999999997,144.5636864222576,976.4891231205694,225.37912336195188,15.13654417371314,997633.9999999997,0.0
10.1.1.5,10.1.1.4,49153,80,6,0,180,0,6292,3068,32768,121,59,61952,512,512,0.0,0.0,75830.96505664541,183.08796155966536,983133.9999999998,5492.368715083798,4327.767979603123,16496.913793103442,0.05864644571298742,983133.9999999998,0.0
10.1.1.6,10.1.1.4,49153,80,6,0,78,0,3224,832,32768,62,16,31744,512,512,0.0,0.0,74653.16098066054,156.51399194956247,498357.99999999965,6472.181818181813,4492.463911142278,15725.799999999994,0.03103868750692828,498357.99999999965,0.0
10.1.1.4,10.1.1.2,80,49169,6,0,6812,0,110804,243620,32768,2127,4685,0,0,0,0.0,492.34919957310564,2785266.8905262486,6815.844136092736,999436.0000000029,146.73851123183127,959.859032259485,213.31340734415028,17.671245556375343,999436.0000000029,0.0
10.1.1.4,10.1.1.1,80,49159,6,0,5443,0,91052,191984,32768,1751,3692,0,0,0,0.0,536.0,2365148.9792441335,5455.055673037421,997789.9999999984,183.34987137081927,1088.755086481705,270.29531292332695,18.253667292159584,997789.9999999984,0.0
10.1.1.5,10.1.1.4,49154,80,6,0,177,0,6396,2808,32768,123,54,62976,512,512,0.0,0.0,76079.1661030498,178.67489849852473,990626.0000000024,5628.556818181832,4517.427156071078,15784.301886792451,0.05280362081971335,990626.0000000024,0.0
10.1.1.7,10.1.1.4,49153,80,6,0,173,0,6344,2652,32768,122,51,62464,512,512,0.0,0.0,75239.94878671119,174.5448968823053,991149.0,5762.4941860465115,4948.701137434065,16532.579999999944,0.05027885752915329,991149.0,0.0
10.1.1.6,10.1.1.4,49153,80,6,0,184,0,6292,3276,32768,121,63,61952,512,512,0.0,0.0,75340.16944289248,185.24950793099498,993254.9999999978,5427.62295081966,4542.686566377629,12766.77419354841,0.06262247593081707,993254.9999999978,0.0
10.1.1.4,10.1.1.3,80,49159,6,0,6565,0,107372,234104,32768,2063,4502,0,0,0,0.0,517.7219013771658,2848205.855784594,6700.928331198367,979714.9999999988,149.25578915295534,991.7719991424658,217.14419017995996,18.3101324512477,979714.9999999988,0.0
10.1.1.4,10.1.1.9,80,49154,6,0,2,0,104,0,32768,2,0,0,0,0,0.0,0.0,9333333.33479196,133333.33335417087,14.999999997655777,14.999999997655777,0.0,0.0,0.0,14.999999997655777,0.0
10.1.1.8,10.1.1.4,49153,80,6,0,78,0,3120,936,32768,60,18,30720,512,512,0.0,0.0,74655.35349867016,160.94852329729883,484626.9999999997,6293.857142857139,4126.676524206734,16548.23529411749,0.03608247422680412,484626.9999999997,0.0
10.1.1.1,10.1.1.4,49169,80,6,0,5883,0,207376,98540,32768,3988,1895,2137568,536,536,0.0,0.0,2550497.6684764614,5885.58377127559,999560.9999999999,169.935566133968,959.0121967431975,527.3859556494206,0.054888262146174496,999560.9999999999,0.0
10.1.1.2,10.1.1.4,49168,80,6,0,6447,0,225732,109512,32768,4341,2106,2326776,536,536,0.0,0.0,2801921.5601632344,6502.361102426065,991485.9999999984,153.81414830902858,1107.9799506787404,460.104988123515,0.0560394671118805,991485.9999999984,0.0
10.1.1.4,10.1.1.3,80,49164,6,0,6430,0,109304,225056,32768,2102,4328,0,0,0,0.0,535.3937153419594,2785063.84760309,6471.312861306562,993616.0000000029,154.552185409862,1027.1774296777992,228.81696325398653,17.807149653391328,993616.0000000029,0.0
10.1.1.6,10.1.1.4,49154,80,6,0,104,0,3172,2236,32768,61,43,31232,512,512,0.0,0.0,63133.908738453225,170.49040581634648,610004.9999999974,5922.378640776677,12260.561496760924,12974.547619047578,0.08478395583347417,610004.9999999974,0.0
10.1.1.8,10.1.1.4,49153,80,6,0,183,0,6344,3172,32768,122,61,62464,512,512,0.0,0.0,76151.6477402058,185.13366549482768,988475.000000001,5431.181318681325,4461.666669208221,12183.716666666674,0.06013745704467354,988475.000000001,0.0
10.1.1.7,10.1.1.4,49154,80,6,0,179,0,6240,3068,32768,120,59,61440,512,512,0.0,0.0,75913.77213553016,183.7037341119359,974395.0000000013,5474.129213483153,4800.8016828348955,13658.293103448266,0.05913516609392898,974395.0000000013,0.0
10.1.1.9,10.1.1.4,49153,80,6,0,164,0,5928,2600,32768,114,50,58368,512,512,0.0,0.0,75856.35425117266,178.1073487743717,920792.9999999998,5649.03680981595,5216.207580236607,16417.102040816277,0.05275215530234521,920792.9999999998,0.0
10.1.1.4,10.1.1.5,80,49154,6,0,9,0,468,0,32768,9,0,0,0,0,0.0,0.0,4883720.930323295,69767.44186176136,128.99999999760325,16.124999999700407,3.2572035545591453,0.0,0.0,128.99999999760325,0.0
10.1.1.3,10.1.1.4,49162,80,6,0,7280,0,269152,109408,32768,5176,2104,2462344,536,64,157.46915734215293,0.0,3011768.6164148534,7377.553388455548,986777.0,135.56491276274215,1008.277431518226,462.1407513076544,0.05214071478944044,986777.0,0.0
10.1.1.9,10.1.1.4,49153,80,6,0,192,0,6760,3224,32768,130,62,66560,512,512,0.0,0.0,80547.96782511436,193.3151227802745,993196.9999999986,5199.98429319371,4641.752641636613,13553.786885245909,0.05736188210415014,993196.9999999986,0.0
10.1.1.8,10.1.1.4,49154,80,6,0,105,0,3224,2236,32768,62,43,31744,512,512,0.0,0.0,64352.4752344864,172.8400751936633,607497.9999999997,5841.32692307692,11398.335909618538,12649.976190476207,0.08341647267486975,607497.9999999997,0.0
10.1.1.7,10.1.1.4,49154,80,6,0,14,0,104,624,32768,2,12,1024,512,512,0.0,0.0,20031.38650380348,139.9398258748746,100042.99999999943,7695.615384615342,24238.853722384993,47.72727272724224,0.7216494845360825,100042.99999999943,0.0
10.1.1.4,10.1.1.1,80,49157,6,0,5907,0,99580,207584,32768,1915,3992,0,0,0,0.0,536.0,2568200.2896918072,5941.699525227344,994159.9999999973,168.33051134439506,945.780091879016,249.0851916812825,18.04663931368892,994159.9999999973,0.0
10.1.1.4,10.1.1.2,80,49164,6,0,6635,0,113932,231088,32768,2191,4444,0,0,0,0.0,536.0,2868241.238133528,6685.832383612604,992397.0000000005,149.5925535122099,1045.654237063995,223.34458699077268,17.55926191562887,992397.0000000005,0.0
10.1.1.5,10.1.1.4,49153,80,6,0,173,0,6344,2652,32768,122,51,62464,512,512,0.0,0.0,75665.7815621604,175.53276222616125,985571.0000000002,5730.063953488373,5288.425709991281,16491.12000000002,0.05027885752915329,985571.0000000002,0.0
10.1.1.6,10.1.1.4,49153,80,6,0,79,0,3224,884,32768,62,17,31744,512,512,0.0,0.0,74573.35494067994,158.05373827101238,499829.9999999993,6408.076923076915,4668.596277170372,16249.249999999993,0.0329786054761113,499829.9999999993,0.0
10.1.1.1,10.1.1.4,49153,80,6,0,5588,0,198172,92404,32768,3811,1777,2042696,536,536,0.0,0.0,2448756.68442473,5622.211154877443,993914.9999999977,177.89779846071195,1157.8939732591937,555.9881756756764,0.05386093581806357,993914.9999999977,0.0
10.1.1.2,10.1.1.4,49155,80,6,0,6160,0,217568,102752,32768,4184,1976,2242624,536,536,0.0,0.0,2677355.43181456,6168.135771082049,998681.0000000013,162.1498619905831,1205.3183590217434,484.8192405063292,0.054553256472874824,998681.0000000013,0.0
10.1.1.5,10.1.1.4,49153,80,6,0,186,0,6344,3328,32768,122,64,62464,512,512,0.0,0.0,76826.85662698289,189.30893080147868,982521.000000002,5310.924324324335,5287.202347607277,13903.936507936525,0.06309503689932962,982521.000000002,0.0
10.1.1.7,10.1.1.4,49153,80,6,0,176,0,6344,2808,32768,122,54,62464,512,512,0.0,0.0,75518.11156249898,177.7276908830742,990279.000000001,5658.737142857148,4477.873374020616,16127.433962264147,0.053236437383809364,990279.000000001,0.0
10.1.1.6,10.1.1.4,49153,80,6,0,185,0,6240,3380,32768,120,65,61440,512,512,0.0,0.0,75905.83961715436,188.7697315388299,980030.0000000028,5326.2500000000155,5055.133745757935,12587.703125000015,0.06514891179839634,980030.0000000028,0.0
10.1.1.4,10.1.1.3,80,49156,6,0,7976,0,107692,307060,32768,2071,5905,0,0,0,0.0,412.93005927180354,3038034.8444066006,8086.0921445480335,986384.9999999985,123.6846394984324,854.8654008972328,167.05758807588094,19.67098020280058,986384.9999999985,0.0
10.1.1.4,10.1.1.9,80,49154,6,0,10,0,520,0,32768,10,0,0,0,0,0.0,0.0,4575163.398770402,65359.477125291465,152.9999999974052,16.99999999971169,3.6209268299795454,0.0,0.0,152.9999999974052,0.0
10.1.1.8,10.1.1.4,49153,80,6,0,81,0,3120,1092,32768,60,21,30720,512,512,0.0,0.0,75303.41752113315,167.61684031909272,483245.0000000002,6040.562500000002,4910.394841160226,14935.849999999991,0.04209621993127148,483245.0000000002,0.0
10.1.1.2,10.1.1.4,49154,80,6,0,6454,0,230308,105300,32768,4429,2025,2373944,536,536,0.0,0.0,2848848.1000279225,6506.815824043754,991883.0000000014,153.7088176042153,1238.331997252911,467.7672924901197,0.05281347732876697,991883.0000000014,0.0
10.1.1.8,10.1.1.4,49153,80,6,0,181,0,6344,3068,32768,122,59,62464,512,512,0.0,0.0,75483.18521480382,181.84119737907594,995373.9999999983,5529.855555555546,4607.344514917143,12243.172413793061,0.05816573714156949,995373.9999999983,0.0
10.1.1.4,10.1.1.3,80,49170,6,0,6862,0,99528,257296,32768,1914,4948,0,0,0,0.0,450.27970897332256,2725437.0190425664,6905.358747576025,993721.0000000007,144.83617548462334,1139.2508935413862,200.86092581362462,19.214390207493654,993721.0000000007,0.0
10.1.1.6,10.1.1.4,49154,80,6,0,102,0,3224,2080,32768,62,40,31744,512,512,0.0,0.0,52899.22699977401,138.76456007553105,735058.0000000022,7277.801980198042,24086.774560597976,15481.051282051341,0.0775967187673207,735058.0000000022,0.0
10.1.1.4,10.1.1.1,80,49161,6,0,5851,0,96564,207688,32768,1857,3994,0,0,0,0.0,536.0,2565136.8838616996,5884.914763783696,994236.9999999983,169.9550427350424,1196.9285152541142,248.97570748810438,18.6196168936072,994236.9999999983,0.0
10.1.1.7,10.1.1.4,49154,80,6,0,182,0,6240,3224,32768,120,62,61440,512,512,0.0,0.0,76331.55761447926,187.27882833425755,971813.0000000009,5369.132596685088,4902.1640462156865,14521.36065573769,0.06214203894616266,971813.0000000009,0.0
10.1.1.9,10.1.1.4,49153,80,6,0,168,0,5980,2756,32768,115,53,58880,512,512,0.0,0.0,75720.05874092894,180.08167990481402,932909.9999999997,5586.2874251497,4559.980219914282,16384.923076923056,0.05543104736291648,932909.9999999997,0.0
10.1.1.4,10.1.1.5,80,49154,6,0,7,0,364,0,32768,7,0,0,0,0,0.0,0.0,6363636.363554303,90909.09090791861,77.00000000099294,12.833333333498823,0.6871842702065728,0.0,0.0,77.00000000099294,0.0
10.1.1.1,10.1.1.4,49154,80,6,0,5822,0,210496,92248,32768,4048,1774,2162712,536,64,28.436184090682893,0.0,2576908.1537611685,5837.077170330973,997416.9999999987,171.34805016320195,1015.5063250308776,555.2216582064309,0.05076710742774538,997416.9999999987,0.0
10.1.1.8,10.1.1.4,49154,80,6,0,104,0,3224,2184,32768,62,42,31744,512,512,0.0,0.0,50888.634167523895,135.6195662521137,766851.0000000026,7445.155339805851,25841.68665809366,15684.926829268372,0.08147655470568674,766851.0000000026,0.0
10.1.1.9,10.1.1.4,49154,80,6,0,195,0,6708,3432,32768,129,66,66048,512,512,0.0,0.0,80418.06333913859,196.76180520379464,991046.0000000008,5108.484536082478,4749.6661263311025,14148.59999999999,0.06153600255734037,991046.0000000008,0.0
10.1.1.7,10.1.1.4,49154,80,6,0,8,0,104,312,32768,2,6,1024,512,512,0.0,0.0,7276.335372912203,36.74916855006163,217691.99999999956,31098.85714285708,70239.90655588666,565.3999999999827,0.36082474226804123,217691.99999999956,0.0
10.1.1.4,10.1.1.3,80,49153,6,0,8559,0,95160,349908,32768,1830,6729,0,0,0,0.0,347.72715113687025,2955887.7662474075,8608.221812322876,994281.9999999984,116.1815844823555,842.1543319873236,147.75460760998803,21.94290398126464,994281.9999999984,0.0
10.1.1.5,10.1.1.4,49153,80,6,0,179,0,6344,2964,32768,122,57,62464,512,512,0.0,0.0,75881.89404218753,181.1192766561534,988299.0000000014,5552.241573033716,5233.239255429044,16341.32142857141,0.05619401723846544,988299.0000000014,0.0
10.1.1.4,10.1.1.2,80,49167,6,0,6117,0,97604,220480,32768,1877,4240,0,0,0,0.0,536.0,2753670.177026963,6236.675567464051,980811.0000000028,160.3680510137349,1429.8245053759358,231.35999056381291,19.555826166374914,980811.0000000028,0.0
10.1.1.6,10.1.1.4,49153,80,6,0,82,0,3224,1040,32768,62,20,31744,512,512,0.0,0.0,74363.86793688062,162.67840067293272,504062.0000000011,6222.987654321002,5197.446734253312,16926.89473684214,0.03879835938366035,504062.0000000011,0.0
10.1.1.1,10.1.1.4,49153,80,6,0,6054,0,231920,82888,32768,4460,1594,2132096,536,64,154.80696321795526,0.0,2588467.3929445664,6131.197912921599,987408.9999999995,163.1272096481083,1203.7247963869245,604.2460765850599,0.04564913578388215,987408.9999999995,0.0
10.1.1.4,10.1.1.3,80,49155,6,0,7843,0,96200,311636,32768,1850,5993,0,0,0,0.0,398.96545970298683,2945388.278997453,7857.347516565258,998173.9999999988,127.28564141800543,997.0352919505792,166.5188584779706,21.70277992277992,998173.9999999988,0.0
10.1.1.5,10.1.1.4,49153,80,6,0,161,0,6136,2236,32768,118,43,60416,536,488,3.124533863539773,0.0,75330.80570314065,169.18589010693364,951616.0000000014,5947.600000000009,5124.092352797485,15495.000000000016,0.04382899411730445,951616.0000000014,0.0
10.1.1.6,10.1.1.4,49153,80,6,0,183,0,6292,3224,32768,121,62,61952,512,512,0.0,0.0,75126.89131109783,183.8931691224272,995143.0000000023,5467.818681318695,4856.745537330188,12061.868852459003,0.06162846837635966,995143.0000000023,0.0
10.1.1.7,10.1.1.4,49153,80,6,0,162,0,6344,2080,32768,122,40,62464,512,512,0.0,0.0,74454.28371395775,163.4273746905473,991265.9999999995,6156.9316770186315,5019.712279404318,16351.974358974312,0.03943439806208101,991265.9999999995,0.0
10.1.1.4,10.1.1.2,80,49168,6,0,6670,0,94224,252616,32768,1812,4858,0,0,0,0.0,498.34993824619187,2908399.852559958,6717.384429767581,992945.9999999999,148.88978857399908,1110.7097906363867,204.42021824171348,21.767928098391675,992945.9999999999,0.0
10.1.1.4,10.1.1.9,80,49154,6,0,3,0,156,0,32768,3,0,0,0,0,0.0,0.0,7499999.999903285,107142.8571414755,28.00000000036107,14.000000000180535,1.0000000010279564,0.0,0.0,28.00000000036107,0.0
10.1.1.8,10.1.1.4,49153,80,6,0,82,0,3120,1144,32768,60,22,30720,512,512,0.0,0.0,75170.60800362835,169.06170752324533,485030.00000000186,5988.024691358049,5498.3240139477375,16740.71428571417,0.0441008018327606,485030.00000000186,0.0
10.1.1.4,10.1.1.2,80,49164,6,0,8317,0,90792,341692,32768,1746,6571,0,0,0,0.0,357.07198295541014,2936061.5503073926,8338.446484357773,997427.9999999993,119.94083694083686,910.5145801866645,151.12435312024348,22.960972017673047,997427.9999999993,0.0
10.1.1.4,10.1.1.5,80,49154,6,0,26,0,1144,208,32768,22,4,0,0,0,0.0,512.0,265787.1229299915,1786.5732151447207,14552.999999999372,582.1199999999749,2678.075582503243,55.33333333337017,1.5116883116883117,14552.999999999372,0.0
10.1.1.8,10.1.1.4,49153,80,6,0,180,0,6344,3016,32768,122,58,62464,512,512,0.0,0.0,75673.7030252747,181.46203965348832,991942.9999999992,5541.581005586589,4824.650021507365,10525.175438596525,0.057179877190017464,991942.9999999992,0.0
10.1.1.6,10.1.1.4,49154,80,6,0,101,0,3172,2080,32768,61,40,31232,512,512,0.0,0.0,63070.98490986096,166.31427799843237,607283.9999999999,6072.84,12028.392650491738,9997.410256410249,0.07886879612416202,607283.9999999999,0.0
10.1.1.4,10.1.1.3,80,49170,6,0,8930,0,90064,374296,32768,1732,7198,0,0,0,0.0,288.6023895526535,2728128.9654357894,9014.820445572404,990590.9999999985,110.94086683839157,783.4865375535702,137.6290120883701,21.2901682612999,990590.9999999985,0.0
10.1.1.4,10.1.1.1,80,49161,6,0,7402,0,81172,303732,32768,1561,5841,0,0,0,0.0,355.0433145009416,2614366.1900799368,7466.021131200044,991424.9999999995,133.9582488852857,844.8868707474335,169.75154109589036,22.720582044476984,991424.9999999995,0.0
10.1.1.4,10.1.1.7,80,49153,6,0,186,0,3432,6240,32768,66,120,0,0,0,0.0,512.0,75971.14198522827,189.7748107608442,980108.9999999988,5297.88648648648,5083.693700033712,8191.462184873944,15.116883116883116,980108.9999999988,0.0
10.1.1.9,10.1.1.4,49153,80,6,0,159,0,5980,2288,32768,115,44,58880,512,512,0.0,0.0,74984.30909686789,170.29717392375366,933662.0000000017,5909.253164556973,4904.874970905191,16429.976744185995,0.04601822799940236,933662.0000000017,0.0
10.1.1.1,10.1.1.4,49156,80,6,0,11153,0,486460,94432,32768,9355,1798,2079768,536,16,222.64512864201606,0.0,2861508.4297781885,11153.36806114604,999966.999999998,89.66705523672867,547.9053294772596,550.7317751808562,0.04636698800344326,999966.999999998,0.0
10.1.1.8,10.1.1.4,49154,80,6,0,104,0,3224,2184,32768,62,42,31744,512,512,0.0,0.0,75625.12233076688,201.54296644115817,516019.0,5009.8932038834955,5783.638386741887,8918.780487804826,0.08147655470568674,516019.0,0.0
10.1.1.4,10.1.1.2,80,49154,6,0,9157,0,107504,377780,32768,1892,7265,0,0,0,0.0,241.24432209222297,2428803.778127977,9256.292246932842,989273.0000000007,108.04641764962874,639.3178590914948,135.7147577092509,15.973368183102572,989273.0000000007,0.0
10.1.1.4,10.1.1.3,80,49170,6,0,10401,0,100992,454844,32768,1654,8747,0,0,0,0.0,241.39476391905797,2881496.1595650543,10499.241401796626,990642.9999999986,95.25413461538449,540.0280713254022,112.84552938486132,20.829662598268637,990642.9999999986,0.0
10.1.1.9,10.1.1.4,49154,80,6,0,203,0,6708,3848,32768,129,74,66048,536,392,11.57382773208989,0.0,81299.775320963,205.63500697943496,987185.9999999977,4887.059405940582,5344.689359813671,12524.095890410976,0.06899491195823011,987185.9999999977,0.0
10.1.1.7,10.1.1.4,49154,80,6,0,18,0,104,832,32768,2,16,1024,512,512,0.0,0.0,31672.513971127923,249.60825371291708,72113.00000000164,4241.941176470685,14553.44775189468,22.200000000083264,0.9621993127147767,72113.00000000164,0.0
10.1.1.5,10.1.1.4,49153,80,6,0,179,0,6344,2964,32768,122,57,62464,512,512,0.0,0.0,76038.46434626008,181.49298767875501,986264.000000002,5540.808988764056,4733.035176922493,16333.357142857187,0.05619401723846544,986264.000000002,0.0
10.1.1.6,10.1.1.4,49153,80,6,0,80,0,3224,936,32768,62,18,31744,512,512,0.0,0.0,75243.2955209444,161.18957909371122,496310.00000000116,6282.405063291153,3768.417071971905,18284.411764705932,0.034918523445294315,496310.00000000116,0.0
10.1.1.1,10.1.1.4,49156,80,6,0,11939,0,510328,146108,32768,9814,2125,1778112,536,64,200.757409286301,0.0,2649465.896795388,11939.071634429838,999993.9999999974,83.76562238230838,470.98580793822094,466.6911487758942,0.07478747243510588,999993.9999999974,0.0
10.1.1.4,10.1.1.3,80,49156,6,0,11899,0,169396,484640,32768,2579,9320,0,0,0,0.0,164.59656652360516,2404056.234063083,11907.90711452168,999251.9999999985,83.98487140695902,491.79926306560077,107.1568837858141,10.130943665495927,999251.9999999985,0.0
10.1.1.5,10.1.1.4,49153,80,6,0,184,0,6344,3224,32768,122,62,62464,512,512,0.0,0.0,76282.5808750871,186.29213847175654,987695.9999999997,5397.245901639342,4795.369936745636,15193.278688524599,0.061123316996225564,987695.9999999997,0.0
10.1.1.2,10.1.1.4,49163,80,6,0,10685,0,440024,163596,32768,8462,2223,1729832,536,64,210.1771371491968,0.0,2540103.101285048,10745.583600338721,994361.9999999988,93.07019842755511,526.2118214844174,440.41359135913547,0.08768084362398651,994361.9999999988,0.0
10.1.1.6,10.1.1.4,49153,80,6,0,192,0,6292,3692,32768,121,71,61952,512,512,0.0,0.0,75921.3234672135,193.34802241225847,993027.999999999,5199.099476439785,4687.028119416244,13812.699999999977,0.07057453636647638,993027.999999999,0.0
10.1.1.7,10.1.1.4,49153,80,6,0,180,0,6344,3016,32768,122,58,62464,512,512,0.0,0.0,75967.55813647536,182.16669061821332,988105.9999999984,5520.145251396639,4437.336919797334,16368.701754386002,0.057179877190017464,988105.9999999984,0.0
10.1.1.4,10.1.1.9,80,49154,6,0,4,0,208,0,32768,4,0,0,0,0,0.0,0.0,5185185.185313256,74074.07407590367,53.999999998666226,17.99999999955541,4.3204937989942875,0.0,0.0,53.999999998666226,0.0
10.1.1.8,10.1.1.4,49153,80,6,0,88,0,3120,1456,32768,60,28,30720,512,512,0.0,0.0,76302.55369419794,182.06683094060244,483339.0000000009,5555.620689655182,4567.9689021058675,16531.85185185193,0.056128293241695305,483339.0000000009,0.0
10.1.1.1,10.1.1.4,49162,80,6,0,7781,0,273312,181460,32768,5256,2525,1591616,536,64,221.6153078345801,0.0,2186555.327766384,7781.3890694534575,999950.0000000019,128.52827763496168,743.1813295098237,385.8510301109359,0.11579782152509574,999950.0000000019,0.0
10.1.1.8,10.1.1.4,49153,80,6,0,177,0,6344,2860,32768,122,55,62464,512,512,0.0,0.0,75501.8054911139,178.53180286861306,991419.999999998,5633.06818181817,4139.380276671526,13150.90740740743,0.05422229733536139,991419.999999998,0.0
10.1.1.6,10.1.1.4,49154,80,6,0,94,0,3172,1716,32768,61,33,31232,512,512,0.0,0.0,66470.36591046937,165.244218649744,568854.9999999992,6116.720430107519,8841.286120577977,13003.437499999993,0.06506675680243366,568854.9999999992,0.0
10.1.1.2,10.1.1.4,49171,80,6,0,8144,0,281060,190548,32768,5405,2739,1848176,536,16,227.8719146854702,0.0,2488920.6431859774,8218.442653555905,990942.0000000005,121.69249662286633,795.5331236074732,347.2962016070129,0.10772387117868823,990942.0000000005,0.0
10.1.1.3,10.1.1.4,49165,80,6,0,8288,0,270400,192272,32768,5200,3088,2331448,536,64,181.66649877921418,0.0,2975772.655443545,8379.427938234074,989088.9999999999,119.35428985157476,715.8813301764932,315.55069646906315,0.09195354538466333,989088.9999999999,0.0
10.1.1.7,10.1.1.4,49154,80,6,0,182,0,6240,3224,32768,120,62,61440,512,512,0.0,0.0,76145.07597570505,186.82129721728657,974192.9999999997,5382.2817679558,4100.566208464296,15382.950819672125,0.06214203894616266,974192.9999999997,0.0
10.1.1.9,10.1.1.4,49153,80,6,0,171,0,5980,2912,32768,115,56,58880,512,512,0.0,0.0,75802.72247858315,182.9536421148584,934663.0000000005,5498.017647058827,4311.962029835851,15883.836363636374,0.058568653817421185,934663.0000000005,0.0
10.1.1.4,10.1.1.5,80,49154,6,0,3,0,156,0,32768,3,0,0,0,0,0.0,0.0,7777777.77694647,111111.11109923528,27.000000002885827,13.500000001442913,0.49999999873762135,0.0,0.0,27.000000002885827,0.0
10.1.1.1,10.1.1.4,49156,80,6,0,7732,0,298116,111444,32768,5733,1999,2145104,536,32,222.59418543504918,0.0,2698859.8793756403,7746.408319474226,998139.9999999994,129.10878282240324,978.0100412895723,495.0090090090096,0.05789553466168502,998139.9999999994,0.0
10.1.1.4,10.1.1.3,80,49161,6,0,6622,0,122628,228436,32768,2229,4393,0,0,0,0.0,510.6888231277032,2719484.0256183334,6636.075115319586,997879.000000001,150.71424256154674,939.3937598574195,226.4865664845172,15.674138248847926,997879.000000001,0.0
10.1.1.7,10.1.1.4,49154,80,6,0,6,0,208,104,32768,4,2,1024,512,0,256.0,0.0,1458.7332053742768,6.061218304879267,989900.0000000022,197980.00000000044,303620.6344852069,15.000000001208491,0.10736196319018405,989900.0000000022,0.0
10.1.1.2,10.1.1.4,49157,80,6,0,6978,0,243048,123048,32768,4674,2304,2418488,536,0,91.43296111909392,0.0,2944807.152889373,7061.00922444256,988243.9999999981,141.64311308585326,871.2896011446439,412.05905340859647,0.05991984464254236,988243.9999999981,0.0
10.1.1.5,10.1.1.4,49153,80,6,0,166,0,6344,2288,32768,122,44,61440,512,0,65.01532699207205,0.0,74436.47937663284,169.1275058379558,981507.999999998,5948.533333333321,4959.695114692748,16784.000000000004,0.04401257502143469,981507.999999998,0.0
10.1.1.9,10.1.1.4,49154,80,6,0,194,0,6760,3328,32768,130,64,65536,512,0,63.01538461538462,0.0,80634.50907489847,197.72352950768874,981168.0000000002,5083.772020725391,4824.647007393683,15198.015873015853,0.060024652982474946,981168.0000000002,0.0
